word,pos,question_prompt_pre,question_prompt_post,question_type,bin,choice1,choice2,choice3,choice4,choice5
stretch,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
scratched,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
trapped,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
shaking,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
plays,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
apple,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pears,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
grape,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
football,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
magazine,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
trucks,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pot,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
fridge,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
tractor,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
helicopter,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
castle,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bees,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bike,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
clock,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
trailer,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
glue,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
nuts,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bed,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
shop,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
rain,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
rubbish,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
whale,noun,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
sing,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
wash,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
wan,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pack,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
drives,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bite,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
tie,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
locked,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
splashing,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
spinning,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
collect,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
dunk,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
squished,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
broken,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
stand,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
blow,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
swing,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
writing,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
rolling,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
smash,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
caught,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
brushing,verb,The meaning, is... ,hypernymy,1,(1) Very specific/narrow,(2),(3),(4),(5) Very general
Five + 2 is seven,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
The word blue has four letters,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
Triangles have four sides,,,catch,1,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
An elephant is smaller than a mouse,,,catch,1,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
Four is larger than two,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
