word,pos,question_prompt_pre,question_prompt_post,question_type,bin,choice1,choice2,choice3,choice4,choice5
screaming,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
beer,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
apples,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
letters,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pigs,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cats,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
tea,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
biscuit,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
turtle,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
girl,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
plane,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
poop,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
oven,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
light,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
flower,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
microphone,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
wagon,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pram,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
hats,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
engine,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
books,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
ba,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bib,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
yogurt,noun,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
meant,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
chewing,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
care,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
paddling,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
packing,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
excuse,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
lock,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bake,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
dub,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
untie,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
foots,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
crunching,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
eat,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
brush,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
slide,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
break,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
kick,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pay,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cutting,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
mix,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
nail,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
rocking,verb,The meaning, is... ,hypernymy,6,(1) Very specific/narrow,(2),(3),(4),(5) Very general
Five + 2 is seven,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
The word blue has four letters,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
Triangles have four sides,,,catch,1,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
An elephant is smaller than a mouse,,,catch,1,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
Four is larger than two,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
