word,pos,question_prompt_pre,question_prompt_post,question_type,bin,choice1,choice2,choice3,choice4,choice5
snake,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
butterfly,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
guy,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
crab,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
ride,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
hole,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
police,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
diaper,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
salt,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
door,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bump,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
clothes,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pocket,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
shops,noun,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
sue,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
treat,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
can,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
barking,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
waving,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
stuck,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
snip,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
ask,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
squish,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bonk,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
spout,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
believe,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
screws,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
think,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
called,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bring,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cross,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
wiggle,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
ate,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
banging,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
brought,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
crashing,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
rings,verb,The meaning, is... ,hypernymy,8,(1) Very specific/narrow,(2),(3),(4),(5) Very general
Five + 2 is seven,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
The word blue has four letters,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
Triangles have four sides,,,catch,1,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
An elephant is smaller than a mouse,,,catch,1,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
Four is larger than two,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
