word,pos,question_prompt_pre,question_prompt_post,question_type,bin,choice1,choice2,choice3,choice4,choice5
turning,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
hurting,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
burn,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
checking,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
rake,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
fill,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
growing,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
fussing,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
yawning,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cries,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
choke,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
telling,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
hiss,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
passed,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bull,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
strawberries,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cowboy,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
water,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
shark,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cars,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
square,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
monkeys,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
spoon,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
airplane,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cookies,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
balloons,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
wheel,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
spider,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
sand,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
matter,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
nut,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
chair,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
mouth,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
button,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
gate,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
towel,noun,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
thank,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
tangled,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
driving,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
shout,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
felt,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
fit,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pretend,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
guess,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
frighten,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
poke,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
feeding,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
posting,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pamper,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bang,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
broke,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
catch,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
drawing,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
standing,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
climbing,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
pee,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
fixed,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
eaten,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
tear,verb,The meaning, is... ,hypernymy,9,(1) Very specific/narrow,(2),(3),(4),(5) Very general
Five + 2 is seven,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
The word blue has four letters,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
Triangles have four sides,,,catch,1,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
An elephant is smaller than a mouse,,,catch,1,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
Four is larger than two,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
