word,pos,question_prompt_pre,question_prompt_post,question_type,bin,choice1,choice2,choice3,choice4,choice5
stepping,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
hate,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
listening,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
spare,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cow,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
donkey,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
grapes,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
petrol,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
hen,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
monkey,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bears,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
chocolates,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
lorry,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
socks,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
ladybird,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
carriage,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
boat,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
grass,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
clown,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
mud,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
woman,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
book,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
tummy,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
trees,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bottom,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
toe,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bat,noun,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
wonder,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
bother,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
sign,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
shouting,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
sleep,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
talking,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
gobble,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
ripped,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
rip,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
speak,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
hammering,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
tuck,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
read,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cut,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
knock,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
climb,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
hop,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
reading,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
lick,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
cuddle,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
squeeze,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
fold,verb,The meaning, is... ,hypernymy,7,(1) Very specific/narrow,(2),(3),(4),(5) Very general
Five + 2 is seven,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
The word blue has four letters,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
Triangles have four sides,,,catch,1,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
An elephant is smaller than a mouse,,,catch,1,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
Four is larger than two,,,catch,5,(1) Strongly disagree,(2) Somewhat disagree,(3) Neither agreee nor disagree,(4) Somewhat agree,(5) Strongly agree,
